,key,$\Delta$dipole,RMSD,$\Delta$R0,$\Delta$R1,$\Delta$R2
669,1252,6.967082083794537,0.16659364246635341,0.07025391239688714,1.135333743168332,0.4834525578678325
1,1785,7.082463791088555,0.15654134610531512,0.06547158747088276,1.122026127721759,0.47405914989161174
747,1432,6.93363460727603,0.13206514141847428,0.0636101078729384,1.1180056741212285,0.44731441395930116
248,1492,6.956244719358742,0.11893168676708987,0.06332267830805012,1.1230287720046488,0.4293686868471993
737,1688,7.084761752295895,0.15867435825366644,0.06287583710294978,1.146552955266786,0.44483440936884167
34,1690,2.672114138247056,0.19459633667360068,0.06221664370728273,0.2806146518260546,0.5863353067219976
418,1319,6.961820041226431,0.13995996465976446,0.06185698235008025,1.1124628179030156,0.4633490744079404
649,1440,2.6580309869646257,0.1534578497305035,0.06030947411862227,0.29400323705774234,0.5826902688159621
607,1542,2.711522795457095,0.11953421421653378,0.05945405256307866,0.28430576516514633,0.5800511945314992
327,1602,2.7496103952571556,0.16318976197831964,0.059121854788500794,0.2955138580165488,0.608932763002241
132,1638,2.7014198527008113,0.15270306222763533,0.05876785535582102,0.294735529561344,0.6088084598857101
872,1301,6.969567766768708,0.12416213987543237,0.058238606153014454,1.1178486679728017,0.4195557887562563
356,1452,7.03072553220631,0.1688719534683992,0.05671283448073505,1.1398996357879416,0.5134162957912848
686,1610,0.620415616744056,0.10780480069411087,0.056646920603462304,0.09671461898690312,0.23444221197948342
848,1707,6.994746450861172,0.1511815154795283,0.0556872713240016,1.1358704492875045,0.4538906500662325
144,1734,2.635451001858144,0.11224957374564225,0.05506189452154059,0.24202730006013043,0.5696053034286381
767,1700,7.066708663894375,0.15042868328865053,0.05453123255024741,1.139433668900562,0.4393594326655265
166,1258,2.396452460727622,0.13570828717079025,0.05447463544027301,0.24971904960804647,0.5796607067288095
688,1295,2.6447473496502902,0.11649246282940602,0.05444933430786472,0.24374265136857343,0.570118206487524
840,1314,0.3995646704139198,0.15962649797738288,0.05314102845387991,0.07370635822553992,0.17175795749243367
784,1300,2.6819895567005934,0.11751257441214367,0.05306455461155053,0.2746972511878087,0.5806666770702601
634,1505,2.5354826727664657,0.12832312070606908,0.05241301244120996,0.2606424420734458,0.5838995381108723
691,1209,2.862025971576627,0.15937275380391405,0.05217448474912237,0.29241057115025326,0.5645128204434108
670,1218,2.5339940717963927,0.16006480815999516,0.05073390344613278,0.23014587993562324,0.5875594590497397
878,1757,7.037490726330051,0.1887692765355688,0.050659109927174206,1.1432898265169218,0.4337912216927878
739,1283,6.981699902770258,0.14629939944544346,0.05057437880872012,1.1266562308018424,0.48272759055732894
170,1490,0.31806994881613815,0.15977741092991832,0.050471950092536966,0.09591163877138942,0.3295171327929188
25,1736,2.7886851649147326,0.11955791956073489,0.04982617998926577,0.2818677451979629,0.5688977156687993
92,1368,7.00763036017316,0.14357320914000254,0.048496954781465915,1.1203839011568233,0.4496191718990455
121,1483,7.038338713619759,0.16746031247419682,0.04840329655007117,1.1555897258393972,0.44524315775449647
621,1641,7.013388206318982,0.14251384499383907,0.048008009486327205,1.1364763666626598,0.43368134683067605
370,1721,2.476114309840695,0.13893704354235725,0.04742312687501246,0.26811081452614793,0.5789105238778368
111,1236,6.968294576963217,0.11538673315498646,0.04703511016893489,1.1006366731483122,0.44197624378858397
360,1351,7.021238368055286,0.14475217928572098,0.04687442721452456,1.1350057750939875,0.4751218943661765
772,1320,7.04108599771772,0.15519226551565354,0.0466513785951805,1.1258987290254376,0.46270286951162964
819,1593,7.032821190007629,0.14689648134766686,0.04658586762400017,1.1356961958740903,0.48947726859239116
764,1540,7.044918501790436,0.13810428627245178,0.04658388201293415,1.1489260057837711,0.44981455991016617
403,1744,6.962261243685146,0.126935291659718,0.04645924759871804,1.1408715285812927,0.43356599802749624
276,1357,6.993416231294483,0.14786436310753098,0.046284376022755286,1.1260952157547341,0.4609499226530882
527,1664,2.6106018927968693,0.10558911715856042,0.04564688010859159,0.23690479285535926,0.5699564477221172
60,1397,6.950465776768144,0.10709053924446706,0.04560356657743811,1.137965604678995,0.45170367035986625
312,1304,2.433486799603176,0.15324325734966626,0.04535787070464577,0.227638755170795,0.5973437487079021
640,1796,7.068925989965088,0.1085068674191351,0.045310772990476846,1.1426561340807475,0.44516674073115686
379,1373,7.056696176073292,0.13880358926679445,0.045263771418102484,1.151898116667836,0.4532327477996312
500,1291,7.038248004235884,0.15155434495038206,0.04524916274056138,1.1539701184223428,0.45591101656549693
339,1360,7.018802331109181,0.17882489134148213,0.04520359081332211,1.135212809743809,0.5082326540918575
544,1673,7.035123923937034,0.14349279115958388,0.04510224368741164,1.1269861074687537,0.4600243361105748
289,1409,2.918050336050306,0.16994834009576879,0.045081300082846214,0.285868609510435,0.5950184075862917
145,1566,7.0611724860523655,0.11149471536479182,0.04506193256795299,1.1152630533736843,0.4437816867300861
187,1709,2.939700604478243,0.14835016433808845,0.04498313751075584,0.3048956274804566,0.5675710616543554
561,1379,0.5075213116685766,0.122806711217383,0.04491608520361855,0.0686194044228782,0.20485600320719183
437,1689,7.003967464021071,0.15352026321194148,0.04461555472399487,1.128872200875651,0.46824366175030546
110,1412,6.955461192319808,0.12291634816232118,0.0445346965625284,1.1162102095873234,0.4263476193367299
380,1792,0.4646931287704803,0.14842128978642843,0.04446666702040485,0.07234042785939722,0.24718781471674217
76,1391,7.004058255121169,0.15882245520074345,0.04432130635699905,1.1445298565387303,0.4365906499776777
513,1225,6.990728930715148,0.1522830068300571,0.0442374900180227,1.1374101520823265,0.4655650430906785
89,1459,2.455481701472088,0.12947958162927425,0.044139923348247984,0.2607246999900839,0.583768801307562
183,1462,7.003994809010028,0.16791150527206514,0.043861250613183723,1.1563713969632703,0.4466558551456051
699,1478,7.01988940220495,0.11788185665454369,0.043493904796219986,1.123457818488144,0.4476461325247883
